1,1,1,1,1,1,2,1,1,22,1,1,1,1,1,1,1,1,1,1,1,2,1
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,2,1,1,4,1
1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1
1,0,0,0,19,0,0,0,0,0,0,0,0,0,0,1,0,1,1,24,1,1,1
1,1,1,1,1,1,1,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,1
1,0,9,0,0,0,0,0,0,0,0,1,1,2,1,3,0,0,21,1,1,1,1
1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,19,0,0,0,0,1,1,1,1,1,0,0,0,0,1
1,0,0,1,1,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1
