1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,22,1,1,1,1,1,1,1,1,
1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
1,0,0,0,0,28,0,0,0,0,0,0,0,1,2,1,23,1,1,2,1,1,22,1,
1,0,0,2,20,1,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,19,0,0,0,1,
1,0,0,0,19,0,0,0,0,0,0,1,0,0,19,0,0,0,1,1,1,0,0,1,
1,0,0,23,1,1,0,0,0,0,0,1,3,1,1,1,1,0,1,1,1,0,0,1,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,
1,1,1,1,1,0,0,0,0,0,0,1,1,1,23,1,1,1,1,1,1,0,0,1,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
1,0,0,0,0,0,0,1,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,3,1,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
1,0,9,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,19,0,0,0,1,
1,1,1,1,1,3,1,1,1,1,21,1,3,1,1,1,1,1,1,1,1,1,1,1,
