1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1
1,0,0,0,0,1,0,0,0,0,0,17,0,0,0,0,0,0,1,1,1
1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,7,1,24,1,1,1,1,1,1,1,1,1,1,0,1
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1
1,24,1,3,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1
1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,24,1,1,1,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,28,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,31,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,1,1
