1,1,1,1,29,1,1,1,1,1,1,1,1,29,1,1,1,1,29,1,1,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
1,1,2,1,1,1,1,1,0,0,0,0,1,1,29,1,0,0,1,1,1,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
1,0,28,0,0,0,0,0,1,1,29,1,0,0,0,1,1,30,1,0,1,
1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
1,0,0,0,0,1,30,1,1,1,1,1,0,0,0,0,0,0,1,1,1,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,
1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,
1,1,1,1,1,1,31,1,1,1,30,1,1,1,30,1,7,7,1,1,1,
