1,1,1,1,1,1,1,2,1,1,1,1,23,1,2,1,1,1,1,29,1,1,1
1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,1
1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,1,24,1,1,1,1
1,3,1,2,1,1,29,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,29,1,1,1
1,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1
1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,28,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,24,20,1,1
1,0,0,0,0,0,19,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
1,21,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,9,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,21,1,3,1,1,1,1
