1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,0,0,0,1
1,0,15,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1
1,0,0,0,0,0,1,1,1,24,1,1,1,0,0,0,0,1,0,0,1
1,1,2,1,0,0,0,0,0,0,0,0,0,16,0,0,0,1,0,1,1
1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,1
1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1
1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,3,24,1,0,0,1
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,0,0,0,0,15,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,28,1
1,3,1,31,1,1,1,1,1,1,1,1,1,1,1,1,1,31,1,1,1
